ano_mes,cod_material,des_material,des_familia,cod_tipo_material,unidade_medida,des_categoria_demanda,vlr_consumo_realizado,qtd_realizada,qtd_prevista
2024-12-01,COD_5D525A2E,DES_A4E2782D,DES_82AD34A6,ROH,KG,Smooth,6931.7,44.9,23
2024-11-01,COD_5D525A2E,DES_A4E2782D,DES_82AD34A6,ROH,KG,Smooth,1385.2,9,21.4
2024-10-01,COD_5D525A2E,DES_A4E2782D,DES_82AD34A6,ROH,KG,Smooth,4923.8,31.9,19.8
2025-09-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,1813.7,5,15.8
2025-08-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,7369.5,19.9,15.5
2025-07-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,3222.4,8.6,16.4
2025-06-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,11520.9,31.1,17.8
2025-05-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,10005.3,27.1,17.6
2025-04-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,3126.4,8.5,17.3
2025-03-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,3946.7,10.7,17.4
2025-02-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,5361.8,14.6,15.4
2025-01-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,9042.8,24.3,17.1
2024-12-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,5071.9,13.6,19.4
2024-11-01,COD_025266BA,DES_7CF3C8D4,DES_9657CF6E,ROH,KG,Erratic,7307.7,19.8,22
2025-09-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,241142.2,850.4,1563
2025-08-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,19106.4,67.3,1696.6
2025-07-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,28176.5,99.4,1744.3
2025-06-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,3543.2,12.5,1753.3
2025-05-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,34319.4,121,1791.8
2025-04-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,55182.6,194.6,1813.2
2025-03-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,458115.3,1615.7,2074.1
2025-02-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,46414.7,163.6,2136.4
2025-01-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,1041782.9,3674.2,1988.9
2024-12-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,10512.7,37.1,2324.7
2024-11-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,54834.8,193.5,2281.2
2024-10-01,COD_CC626CEF,DES_12707DCD,DES_82AD34A6,ROH,KG,Erratic,486349.1,1715.2,2176.1
2025-09-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,2178.4,32.6,68.9
2025-08-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,2425.2,36.2,58.9
2025-07-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,11227.6,167.5,52
2025-06-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,4106.6,61.3,53.3
2025-05-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,4534.1,67.7,45.6
2025-04-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,7112.1,106.1,45.1
2025-03-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,4149.2,61.9,47.1
2025-02-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,7910.3,117.9,44.9
2025-01-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,6844.4,102,38.6
2024-12-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,3018.9,45.1,48.2
2024-11-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,4585.9,68.4,42.1
2024-10-01,COD_BD7F3741,DES_5AB78B5A,DES_9657CF6E,ROH,KG,Erratic,3659.3,54.5,44.3
2025-09-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,134987.5,338.4,197.2
2025-08-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,36909.8,92.5,214
2025-07-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,117292.7,294.1,227.6
2025-06-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,28829.9,72.3,230.6
2025-05-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,22200.5,55.7,271.8
2025-04-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,115294.2,289.1,225.3
2025-03-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,34154.5,85.6,246.7
2025-02-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,3224.3,8.1,195.7
2025-01-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,43756.1,109.7,161
2024-12-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,242863,608.9,141.2
2024-11-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,75561.3,189.4,180.8
2024-10-01,COD_D07C889F,DES_17042660,DES_82AD34A6,ROH,KG,Erratic,242864.1,608.9,154.2
2025-09-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,21833.4,79.3,73.9
2025-08-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,16884.8,61.2,75.5
2025-07-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,716.3,2.6,83.9
2025-06-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,32285.6,117.3,84.2
2025-05-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,16052,58.2,86
2025-04-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,16701.4,60.6,88.6
2025-03-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,3518.4,12.8,82.9
2025-02-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,11812.4,43,86.5
2025-01-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,20571.5,74.9,94.3
2024-10-01,COD_CF5323AE,DES_EFBB35D0,DES_9657CF6E,ROH,KG,Erratic,23062.8,83.9,94.2
2025-09-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,6850.4,46.3,172.2
2025-08-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,1010.8,6.8,175.2
2025-07-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,54368.9,367.3,193
2025-06-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,25567.8,172.7,214.7
2025-05-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,23287.7,157.3,235
2025-04-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,2989.7,20.2,233.8
2025-02-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,3449.1,23.3,240
2025-01-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,19045.8,128.7,228.8
2024-12-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,10069,68,248.4
2024-11-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,32802.1,221.6,234.8
2024-10-01,COD_362CE1B8,DES_AD67EB42,DES_82AD34A6,ROH,KG,Erratic,18051.8,121.9,259.4
2025-09-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,84.3,0.84,3.5
2025-08-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,107,1,3.5
2025-07-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,141.5,1.4,3.8
2025-06-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,31.6,0.3,4.7
2025-03-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,197.3,1.9,4.6
2025-02-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,50.6,0.51,4.5
2025-01-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,241.8,2.4,4.3
2024-12-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,439.6,4.3,4.6
2024-11-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,441.8,4.3,4.9
2024-10-01,COD_5F7469CC,DES_3A8A632E,DES_82AD34A6,ROH,KG,Erratic,50,0.48,5.6
2025-09-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,8918.6,4.6,6
2025-08-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,7922.4,4.1,6.2
2025-07-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,992.3,0.48,6.8
2025-06-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,18167.8,9.5,6.5
2025-05-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,3095.7,1.7,7
2025-04-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,9947.8,5.3,7
2025-03-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,6772,3.7,7.3
2025-01-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,11387.1,6,9.1
2024-12-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,6527.4,3.5,8.8
2024-11-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,6504.9,3.5,9.9
2024-10-01,COD_F11A53C7,DES_36FE6809,DES_9657CF6E,ROH,KG,Erratic,1108,0.69,10
2025-09-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,108541.8,824.6,3476.9
2025-08-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,165799.3,1259.5,3597.3
2025-07-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,164937.7,1252.9,3578
2025-06-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,335560.4,2549.1,3724.7
2025-05-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,215791.6,1639.2,3906.2
2025-04-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,531482,4037.5,4367
2025-03-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,318093.7,2416.4,4693.6
2025-02-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,327456.4,2487.4,4922.6
2025-01-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,110867.6,842.2,4779
2024-12-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,247964,1883.6,4876.2
2024-11-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,16591.7,125.9,5628.5
2024-10-01,COD_97BB530A,DES_64F81B64,DES_82AD34A6,ROH,KG,Erratic,251728.5,1912.3,4784.2
2025-09-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,11897.5,10.6,1.6
2025-08-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,26937.9,23.9,1.7
2025-07-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,76079.5,67.6,1.6
2025-06-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,45380.5,40.3,1.7
2025-05-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,2409.8,2.1,1.9
2025-04-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,1500.3,1.3,2
2025-03-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,2365.8,2.1,1.6
2025-02-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,637.2,0.57,1.6
2025-01-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,2042.8,1.8,1.5
2024-12-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,352.8,0.33,1.3
2024-11-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,6610.9,5.9,1.8
2024-10-01,COD_0E5AD46C,DES_6B135AA9,DES_9657CF6E,ROH,KG,Erratic,1278.9,1.1,1.6
2025-09-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,166391.5,558.3,317.8
2025-08-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,332637.2,1116.4,322.8
2025-07-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,230168.9,772.5,353.4
2025-06-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,98868.1,331.7,383.4
2025-05-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,267131.6,896.6,331
2025-04-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,54997.8,184.7,335.4
2025-03-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,53024.3,177.9,310.5
2025-02-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,62683,210.5,301.1
2025-01-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,199970.9,671.2,281.3
2024-12-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,120812.8,405.5,296
2024-10-01,COD_D84504FE,DES_D20DDA8B,DES_82AD34A6,ROH,KG,Erratic,131666.3,441.8,310.5
2025-09-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,2245.2,8.4,1604.4
2025-08-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,12007.2,45.6,1411.1
2025-07-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,1532812.7,5825.7,1464.9
2025-06-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,69334.5,263.4,1326.6
2025-05-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,1239394.2,4710.6,1462.2
2025-04-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,1627695.8,6186.4,1415.3
2025-03-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,449885.4,1709.8,1258
2025-02-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,427056.9,1623.1,1322.5
2025-01-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,237561,903.1,1320.1
2024-11-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,646858.9,2458.5,1549.7
2024-10-01,COD_E362A9A3,DES_86AF33D9,DES_82AD34A6,ROH,KG,Erratic,222069.9,844,1565.4
2025-09-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,641003.1,1478.9,1475.4
2025-08-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,553818.1,1277.8,1621.2
2025-07-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,272055.8,627.7,1798.9
2025-05-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,1543540,3561.4,1722.8
2025-04-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,469930.3,1084.2,1333
2025-03-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,11441.1,26.2,1532
2025-02-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,1084606.4,2502.4,1493.2
2025-01-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,612739.8,1413.7,1600.3
2024-12-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,1703799.2,3930.9,1660.1
2024-11-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,43582.2,100.7,1929.4
2024-10-01,COD_D5585D01,DES_EE09B89F,DES_82AD34A6,ROH,KG,Erratic,444191.2,1024.8,2028.3
2025-09-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,667906.2,3026.3,1753.2
2025-08-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,939663.8,4257.6,1834.2
2025-07-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,9344.3,42.5,1837.8
2025-05-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,96154.3,435.7,1782.4
2025-04-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,143794.3,651.5,1905
2025-03-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,238505,1080.7,1776.2
2025-02-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,973195.7,4409.6,1437.5
2024-12-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,185338.4,839.8,1523
2024-11-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,269251,1220,1660.2
2024-10-01,COD_1A01E429,DES_C8CEB7B0,DES_82AD34A6,ROH,KG,Erratic,781124.8,3539.2,1687.9
2025-09-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,1440.4,6.9,7.7
2025-08-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,664,3.1,6.6
2025-07-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,199.1,0.77,8.1
2025-06-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,1419.4,6.8,7.5
2025-05-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,2156.3,10.1,9.3
2025-04-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,1404.8,6.8,8.4
2025-03-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,145.6,0.76,9.1
2025-02-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,1390.9,6.7,7.1
2025-01-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,264.5,1.2,7
2024-12-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,2167.9,10.3,7.5
2024-11-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,239.1,1.2,8.6
2024-10-01,COD_A0226E81,DES_52B6D5F4,DES_82AD34A6,ROH,KG,Erratic,1857.3,9.1,8.7
2025-09-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,35084.6,157.4,331
2025-08-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,106602.2,478.2,158.2
2025-07-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,69931.9,313.7,180.6
2025-06-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,173867.9,780,228.7
2025-05-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,178079.1,798.9,278.4
2025-04-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,141383.7,634.2,253.5
2025-01-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,12258.8,54.9,292.1
2024-12-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,70829.3,317.7,337.3
2024-11-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,35951.6,161.3,328.9
2024-10-01,COD_D8805D02,DES_D8B44BE1,DES_82AD34A6,ROH,KG,Smooth,50223.2,225.2,419.2
2025-08-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,0.66,0,0.06
2025-07-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,11.4,0.08,0.05
2025-06-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,0.55,0,0.06
2025-05-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,3.5,0.03,0.08
2025-04-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,5.1,0.03,0.08
2025-03-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,4.3,0.03,0.08
2025-02-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,5.5,0.03,0.08
2025-01-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,2.5,0.03,0.08
2024-12-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,0.83,0,0.09
2024-11-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,2.1,0,0.11
2024-10-01,COD_85BDE74E,DES_E283731B,DES_9657CF6E,ROH,KG,Erratic,15.2,0.08,0.11
2025-09-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,20476.2,35.1,121.1
2025-08-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,85972.7,147.3,127.3
2025-07-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,31079.9,53.3,141
2025-06-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,21356.6,36.6,137.4
2025-05-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,78270.5,134.1,135.3
2025-04-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,49569.1,85,152.3
2025-03-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,22785.9,39,143.5
2025-02-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,48945.5,83.9,157.4
2025-01-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,128601.2,220.5,160.8
2024-12-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,44300.2,75.8,136.6
2024-11-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,53660.3,92,136.3
2024-10-01,COD_96CDD6D1,DES_E0D938F2,DES_9657CF6E,ROH,KG,Erratic,24043.6,41.2,153.9
2025-09-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,654844.8,3709.9,4051.2
2025-08-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,1060198.5,6006.1,3804.7
2025-07-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,580507.8,3288.7,3633.1
2025-06-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,17984.4,102,2764.1
2025-05-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,482793.5,2735.2,3167.4
2025-04-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,1203357,6817.5,2918.3
2025-03-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,748733.9,4241.8,2986.9
2025-02-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,639942.3,3625.5,2688.4
2025-01-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,1106378.6,6267.7,3342.1
2024-12-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,1163151.8,6589.5,2504.5
2024-11-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,191057.9,1082.3,2883.4
2024-10-01,COD_5AC84B1E,DES_A193273B,DES_82AD34A6,ROH,KG,Erratic,87804.8,497.6,3101.8
2025-09-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,13,0.24,24.6
2025-08-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,29.9,0.57,27.3
2025-06-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,21,0.43,35
2025-04-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,149.8,2.9,38.9
2025-03-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,12,0.24,46.7
2025-02-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,5.7,0.09,35.6
2025-01-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,37.1,0.72,39.8
2024-11-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,0.05,0,49
2024-10-01,COD_4D751C50,DES_562EA26B,DES_9657CF6E,ROH,KG,Erratic,3980.1,77.4,48.8
2025-09-01,COD_A1CC0B35,DES_0216390C,DES_9657CF6E,ROH,KG,Erratic,1656.9,8.7,10.4
2025-08-01,COD_A1CC0B35,DES_0216390C,DES_9657CF6E,ROH,KG,Erratic,1487.6,7.8,10.7
