ano_mes,cod_material,des_material,des_familia,cod_tipo_material,unidade_medida,des_categoria_demanda,vlr_consumo_realizado,qtd_realizada,qtd_prevista
2025-04-01,COD_78CF2103,DES_99842410,DES_9657CF6E,ROH,KG,Smooth,13552.1,133.5,166.8
2025-03-01,COD_78CF2103,DES_99842410,DES_9657CF6E,ROH,KG,Smooth,18707.9,184.4,163.8
2025-02-01,COD_78CF2103,DES_99842410,DES_9657CF6E,ROH,KG,Smooth,13820.3,136.4,182
2025-01-01,COD_78CF2103,DES_99842410,DES_9657CF6E,ROH,KG,Smooth,12954.4,127.6,193.8
2024-12-01,COD_78CF2103,DES_99842410,DES_9657CF6E,ROH,KG,Smooth,18158.9,178.9,156.3
2024-11-01,COD_78CF2103,DES_99842410,DES_9657CF6E,ROH,KG,Smooth,17582.6,173.3,199.3
2024-10-01,COD_78CF2103,DES_99842410,DES_9657CF6E,ROH,KG,Smooth,9257.3,91.3,195.9
2025-09-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,1174.2,3.4,19.2
2025-08-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,5128.9,15,19.7
2025-07-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,3558.6,10.4,15.6
2025-06-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,6904.4,20.2,21.1
2025-05-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,3273.5,9.6,20.6
2025-04-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,2167.7,6.3,18.5
2025-03-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,10310.5,30.2,20.7
2025-02-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,2455.5,7.2,20
2025-01-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,10960.1,32.1,16.1
2024-12-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,8802.3,25.8,17.2
2024-11-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,6977.5,20.4,20.3
2024-10-01,COD_490C3516,DES_5DD54DFB,DES_9657CF6E,ROH,KG,Erratic,6419.1,18.8,17.8
2025-09-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,2202.5,92.4,251.7
2025-08-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,6759.1,283.6,254.9
2025-07-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,6898.6,289.6,275
2025-06-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,2758.7,115.6,315.7
2025-05-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,4076.5,171,338.1
2025-04-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,4310.9,180.8,361.4
2025-02-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,1622.8,68.1,334.7
2025-01-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,1263.3,53,332.7
2024-12-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,2485.9,104.4,311.7
2024-11-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,8055.4,337.9,366.7
2024-10-01,COD_966FFBCF,DES_744AAEE9,DES_9657CF6E,ROH,KG,Erratic,2850,119.5,385.2
2025-09-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,1910.2,6.7,244.7
2025-08-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,33344.3,116.2,217.5
2025-07-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,23314,81.2,220.9
2025-06-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,38596.6,134.5,234.5
2025-05-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,74630.2,259.8,241.2
2025-04-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,100845.5,351,253.7
2025-03-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,43889.9,152.8,277.5
2025-02-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,67725.4,235.8,259.4
2025-01-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,38165.4,132.8,304.8
2024-12-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,70036.4,243.8,304.4
2024-11-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,41035.1,142.9,343.4
2024-10-01,COD_C5AA777F,DES_FDB9851E,DES_9657CF6E,ROH,KG,Smooth,60058.3,209.1,354.9
2025-09-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,4568.2,27.9,11.8
2025-08-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,1735.8,10.6,12.1
2025-07-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,1411.9,8.6,13.1
2025-06-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,2010.4,12.3,10.2
2025-05-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,1941.4,11.9,13.1
2025-04-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,1781.7,10.9,17
2025-03-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,2148.5,13.1,17.2
2025-02-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,2835.4,17.3,19.8
2025-01-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,541.9,3.3,22.5
2024-12-01,COD_F2FEB240,DES_8326C5BD,DES_9657CF6E,ROH,KG,Smooth,327.1,2,22.3
2025-09-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,225358,24336.4,22154.9
2025-08-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,229256.8,24757.5,21145.6
2025-07-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,354938,38329.8,20386.6
2025-06-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,234638.1,25338.6,19126.7
2025-05-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,155804.3,16825.3,18299.7
2025-04-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,192534.5,20791.8,17767.8
2025-03-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,303181,32740.6,20942.9
2025-02-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,249616.3,26956.1,22121.4
2025-01-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,192901.1,20831.4,21671.4
2024-12-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,275360.9,29736.3,22125.8
2024-11-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,23917.6,2582.8,24167.7
2024-10-01,COD_3FD38A6A,DES_9F11F83D,DES_9657CF6E,ROH,LT,Smooth,121179.9,13086.2,21900
2025-09-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,6723.3,53.1,18.6
2025-08-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,1217.7,9.6,17
2025-07-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,1397.1,11,15
2025-06-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,1333.1,10.5,14.4
2025-05-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,1315.6,10.4,16.4
2025-04-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,3384.5,26.7,16.9
2025-03-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,3293.9,26,18.1
2025-02-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,3173.4,25,19.9
2025-01-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,621.8,4.9,19.9
2024-12-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,651.8,5.1,19.4
2024-11-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,543.3,4.3,18.1
2024-10-01,COD_DB6E4E70,DES_ED01C7CF,DES_9657CF6E,ROH,KG,Erratic,294.3,2.3,19.1
2025-08-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,41398.6,56.4,36.9
2025-07-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,60653.5,82.7,32
2025-06-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,31287.2,42.6,33.1
2025-05-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,2896.6,4,28.4
2025-04-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,34767.1,47.3,27.5
2025-03-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,7951.3,10.8,26.3
2025-02-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,16709.2,22.7,24
2025-01-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,113390.2,154.5,25.8
2024-12-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,21071.2,28.6,26.3
2024-11-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,54345.8,74.2,27.1
2024-10-01,COD_84BAB413,DES_624EC561,DES_9657CF6E,ROH,KG,Erratic,1724.8,2.5,26.9
2025-08-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,8044,35.2,30.6
2025-07-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,1996.9,8.6,32.1
2025-06-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,15381,67.2,35
2025-05-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,839.6,3.9,33.6
2025-04-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,3739.4,16.4,31.5
2025-02-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,841.9,3.5,32.9
2025-01-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,17755.7,77.6,30.1
2024-12-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,8716.1,38.3,34.1
2024-11-01,COD_06DCEB78,DES_35CCA350,DES_9657CF6E,ROH,KG,Erratic,677.8,2.8,38.7
2025-09-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,40363.9,1771.7,2178.6
2025-08-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,99046.8,4347.3,2176.1
2025-07-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,75636.9,3319.8,2063.4
2025-06-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,81972.5,3597.9,2209
2025-05-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,115938.5,5088.7,2082.6
2025-04-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,71542.3,3140.1,1911
2025-03-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,33520.5,1471.3,1916.4
2025-02-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,45279.4,1987.4,1947.1
2025-01-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,62893.2,2760.5,1977.3
2024-12-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,67044.2,2942.7,2009.2
2024-11-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,42589.4,1869.3,1828.2
2024-10-01,COD_1BB87D44,DES_8D83DE4E,DES_9657CF6E,ROH,KG,Smooth,49000.7,2150.7,1871.6
2025-09-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,152.6,0.21,1.2
2025-08-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,327.3,0.41,0.78
2025-07-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,590.4,0.76,1.3
2025-06-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,619.2,0.8,1.6
2025-05-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,305.1,0.38,1.8
2025-04-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,882.5,1.1,1.7
2025-03-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,204.6,0.27,1.6
2025-02-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,250,0.32,1.1
2025-01-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,135.2,0.16,0.78
2024-12-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,827.6,1.1,1.2
2024-11-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,245.1,0.31,0.91
2024-10-01,COD_49ACD159,DES_E7C6E309,DES_9657CF6E,ROH,KG,Erratic,466.7,0.59,1.2
2025-09-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,8632.6,51.3,80.2
2025-08-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,11026.4,65.6,73.6
2025-07-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,50064.5,297.8,77.1
2025-06-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,9456.1,56.3,75.8
2025-05-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,19889.3,118.3,77.9
2025-04-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,24665,146.7,80.8
2025-03-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,9407.7,56,75.5
2025-02-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,14876.7,88.5,67.3
2025-01-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,7894.8,47,69.9
2024-12-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,12424.4,73.9,77.1
2024-11-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,15392.4,91.6,95
2024-10-01,COD_45754A63,DES_3D3E46C4,DES_9657CF6E,ROH,KG,Erratic,20483,121.8,95.8
2025-09-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,1397.8,2.2,4.9
2025-08-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,3919,6.5,5.2
2025-07-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,2070,3.4,5.6
2025-04-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,287,0.43,7.2
2025-03-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,712.7,1.2,7.9
2025-02-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,248.4,0.42,8.9
2024-12-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,1213.7,2.1,10.6
2024-11-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,597.6,0.87,10.9
2024-10-01,COD_B90DB984,DES_F835A5A9,DES_9657CF6E,ROH,KG,Erratic,517.9,0.89,12.9
2025-09-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,657.8,17.7,50.8
2025-08-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,273.1,7.3,53.1
2025-07-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,383.7,10.3,57.1
2025-06-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,557.3,15,55.4
2025-05-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,300.3,8.1,59.8
2025-04-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,315.1,8.5,61.6
2025-03-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,125.6,3.4,53.6
2025-02-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,3077.1,82.6,61.4
2025-01-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,807,21.7,51.6
2024-12-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,1864.1,50.1,45.4
2024-11-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,3052.6,82,48.6
2024-10-01,COD_2F38BFF9,DES_2C5ACDC8,DES_9657CF6E,ROH,KG,Erratic,534,14.3,51.6
2025-09-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,47474,187.4,861.8
2025-08-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,48311.6,190.6,1229.7
2025-07-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,202519.1,798.4,1307.9
2025-06-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,36077.8,142.2,1336.9
2025-05-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,20796.3,82.1,1414
2025-04-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,186369.3,734.9,1321
2025-03-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,49474.3,195.3,1704.3
2025-02-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,508249.9,2004.2,1627.9
2025-01-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,298365.2,1176.3,1424.3
2024-12-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,176316.5,695.2,1542.7
2024-11-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,105014.3,414.1,1318.6
2024-10-01,COD_5A8A177A,DES_C3D1D1E3,DES_9657CF6E,ROH,KG,Erratic,206330.5,813.6,1009.9
2025-09-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,137241.5,8719.4,15970.4
2025-08-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,223338.5,14189.4,17941.7
2025-07-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,212167.9,13479.7,17587.2
2025-06-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,429167.1,27266.3,15668.7
2025-05-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,357623.4,22720.9,16186.7
2025-04-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,265523.7,16869.5,14406.7
2025-03-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,275716.1,17517.1,14222
2025-02-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,453953.3,28841,15707.7
2025-01-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,310933.4,19754.5,14375
2024-12-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,300446.9,19088.3,14095.5
2024-11-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,206548.4,13122.6,15967.6
2024-10-01,COD_1163865E,DES_C09610C5,DES_9657CF6E,ROH,KG,Erratic,164945.6,10479.5,17301
2025-09-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,32684.3,17.6,9
2025-08-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,22899.7,12.3,7.9
2025-07-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,48080,25.8,8.7
2025-06-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,58168.8,31.2,8.9
2025-05-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,25579.6,13.7,9.2
2025-04-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,17005.7,9.1,8.4
2025-03-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,10808.9,5.8,10.4
2025-02-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,19985.9,10.7,12.6
2025-01-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,15782.9,8.5,13.3
2024-12-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,17738.2,9.5,15.3
2024-11-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,1584.6,0.85,15.7
2024-10-01,COD_DC9FC17D,DES_12BF4CE3,DES_9657CF6E,ROH,KG,Smooth,9694.8,5.2,19.1
2025-09-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,12711.7,75.3,239
2025-08-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,27479,162.8,250.8
2025-07-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,14030.2,83.1,121
2025-06-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,19581,116,120
2025-05-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,27256,161.5,127.8
2025-04-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,26036.1,154.2,140.7
2025-03-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,152556.7,903.8,134.7
2025-02-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,18577.9,110,123.1
2025-01-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,13705.5,81.2,135.4
2024-12-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,18522.7,109.7,142.4
2024-11-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,24367.3,144.4,144
2024-10-01,COD_A2C20DE0,DES_ACF3C38B,DES_9657CF6E,ROH,KG,Smooth,25138.9,148.9,172
2025-09-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,692195.2,2653,3873.4
2025-08-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,786668.1,3015.3,3650
2025-07-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,1287158.7,4933.6,3951.7
2025-06-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,2074556.8,7952,3950
2025-05-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,1237975,4745.1,3942.3
2025-04-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,1065890.8,4085.9,3969.2
2025-03-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,587029.3,2250.1,3953.7
2025-02-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,699270.6,2680.4,3506.4
2025-01-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,775738.6,2973.7,3635.6
2024-12-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,768283.9,2945,4167.5
2024-11-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,1056631.4,4050.1,5390.3
2024-10-01,COD_B256F047,DES_8281FD47,DES_9657CF6E,ROH,KG,Erratic,1140104.7,4370,5689.2
2025-09-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,342314.7,662.9,964.2
2025-08-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,94779.8,183.5,793
2025-07-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,148474.6,287.5,785.8
2025-06-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,702752.9,1360.6,816.3
2025-05-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,461705.7,894,730.7
2025-04-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,863738.3,1672.3,861.5
2025-03-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,436279,844.8,795.1
2025-02-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,420225.7,813.6,877.1
2025-01-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,422355.8,817.8,842
2024-12-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,217770.7,421.7,868.8
2024-11-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,483175.2,935.4,1036.4
2024-10-01,COD_0778BA5B,DES_BAA267E2,DES_9657CF6E,ROH,KG,Smooth,246332.9,477,1178.7
2025-07-01,COD_53A73691,DES_AA9FA834,DES_9657CF6E,ROH,KG,Erratic,3362.7,8.1,15.5
