ano_mes,des_familia,cod_tipo_material,volume_realizado,volume_previsto,valor_consumo_realizado,erro_absoluto,wmape,pct_acumulado_valor,classe_pareto_valor,forecastability,slope_wmape,tendencia_erro,flag_quick_win,flag_revisao_estrutural,peso_negocio,impacto_ponderado
2025-08-01,DES_030EEC2D,ZEMB,8465325.800000003,8950500.8,38931394.60000001,4016158.1999999993,47.44245283506983,0.9615445089576318,C,Intermittent,0.1693223087407568,Estável,0,0,1.2,4819389.839999999
2025-03-01,DES_1E8682C2,ZEMB,7755217.5,7080873.200000002,3506915.1999999993,4478228.699999998,57.7447208927409,0.9940787583478048,C,Intermittent,0.7186586593998603,Piora,0,0,1.2,5373874.439999998
2025-01-01,DES_9657CF6E,ROH,3121584.800000001,2731997.3600000013,88157570.30000004,908717.0600000005,29.110760021640296,0.2202871430443476,A,Smooth,-0.35027631165759315,Melhora,0,0,1.3,1181332.1780000008
2024-10-01,DES_9657CF6E,ROH,2650831.1199999996,2623918.9500000007,78174896,532681.7899999999,20.094897256223547,0.4675592690292251,A,Smooth,-0.35027631165759315,Melhora,0,0,1.3,692486.3269999999
2025-03-01,DES_E4F636ED,ZEMB,43072752.300000004,38321351.700000025,44116145.6,21731428.799999997,50.45284463978865,0.9634646345988744,C,Smooth,-1.3197469023354547,Melhora,0,0,1.2,26077714.559999995
2025-09-01,DES_C0971FAE,ZEMB,492029.3,551452.1,176867.9,59422.80000000002,12.077085653232443,0.9999407059919999,C,Smooth,-9.360578050425811,Melhora,0,0,1.2,71307.36000000002
2025-01-01,DES_1E8682C2,ZEMB,8657699.1,7992763.599999996,4336004.9,4279547.500000001,49.43054096209005,0.9938897266637553,C,Intermittent,0.7186586593998603,Piora,0,0,1.2,5135457.000000001
2024-10-01,DES_030EEC2D,ZEMB,11740270.299999997,8812844.7,65014371.19999999,4739247.999999999,40.36745218719538,0.8277949843734215,B,Intermittent,0.1693223087407568,Estável,0,1,1.2,5687097.599999999
2025-03-01,DES_C0971FAE,ZEMB,741998.6000000001,554210.4,268968.3,197684.20000000007,26.64212573985989,0.9995033374402433,C,Smooth,-9.360578050425811,Melhora,0,0,1.2,237221.04000000007
2025-07-01,DES_9657CF6E,ROH,3483411.310000001,2632409.1600000015,103358473.90000005,1100708.6500000001,31.59858403284566,0.2580410777792187,A,Smooth,-0.35027631165759315,Melhora,0,0,1.3,1430921.2450000003
2025-08-01,DES_9657CF6E,ROH,3250773.2700000005,2603725.8899999983,86044603.79999998,1017780.1599999999,31.308863321618237,0.26010886603590727,A,Smooth,-0.35027631165759315,Melhora,0,0,1.3,1323114.2079999999
2025-07-01,DES_82AD34A6,ROH,315479.30999999994,235020.80000000008,93246276.99999996,179256.2900000001,56.82029987957059,0.49083640561328756,A,Intermittent,-0.72309154717062,Melhora,0,1,1.3,233033.17700000014
2025-08-01,DES_82AD34A6,ROH,272568.23000000004,234539.3,77527376.69999997,164090.47,60.20161263842084,0.49447054764755083,A,Intermittent,-0.72309154717062,Melhora,0,1,1.3,213317.611
2025-05-01,DES_FE1875EF,ZDIP,109.8,445.7,4977.6,335.9,305.91985428051,1.0000000000000002,C,Intermittent,8.469440388560182,Piora,0,0,1.1,369.49
2025-08-01,DES_D8183E10,ZEMB,67397928.49999999,57881680.90000001,71743180.4,28952891.400000002,42.958132459516186,0.9998542766960528,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,34743469.68
2025-08-01,DES_D8183E10,ZEMB,67397928.49999999,57881680.90000001,71743180.4,28952891.400000002,42.958132459516186,0.9989982589956324,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,34743469.68
2025-08-01,DES_D8183E10,ZEMB,67397928.49999999,57881680.90000001,71743180.4,28952891.400000002,42.958132459516186,0.711346870804652,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.2,34743469.68
2025-08-01,DES_D8183E10,ZMEA,6656959.9,6555861.000000001,283172.6,4020326.0999999996,60.39282435815784,0.9998542766960528,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.0,4020326.0999999996
2025-08-01,DES_D8183E10,ZMEA,6656959.9,6555861.000000001,283172.6,4020326.0999999996,60.39282435815784,0.9989982589956324,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.0,4020326.0999999996
2025-08-01,DES_D8183E10,ZMEA,6656959.9,6555861.000000001,283172.6,4020326.0999999996,60.39282435815784,0.711346870804652,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.0,4020326.0999999996
2025-04-01,DES_E4F636ED,ZEMB,42195439.000000015,35924122.699999996,46442566.10000001,16444326.299999997,38.97180996268339,0.9671388430175465,C,Smooth,-1.3197469023354547,Melhora,0,0,1.2,19733191.559999995
2025-04-01,DES_1E8682C2,ZEMB,8158789.299999999,6726664.400000001,3402242.7,4842439.1,59.352422546320696,0.9929974705837913,C,Intermittent,0.7186586593998603,Piora,0,0,1.2,5810926.919999999
2025-04-01,DES_82AD34A6,ROH,265946.0800000002,232680.11999999997,82616981.29999997,144113.59999999992,54.18902959577363,0.49887270236527054,A,Intermittent,-0.72309154717062,Melhora,0,1,1.3,187347.6799999999
2025-03-01,DES_82AD34A6,ROH,238437.84999999995,241816.35999999993,76703405.3,142672.79000000004,59.836468916323504,0.4568929194629964,A,Intermittent,-0.72309154717062,Melhora,0,1,1.3,185474.62700000007
2025-08-01,DES_D8183E10,ZDIP,51549.840000000004,37491.69999999999,2001106.9000000004,24110.66,46.77155157028615,0.9998542766960528,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.1,26521.726000000002
2025-08-01,DES_D8183E10,ZDIP,51549.840000000004,37491.69999999999,2001106.9000000004,24110.66,46.77155157028615,0.9989982589956324,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.1,26521.726000000002
2025-08-01,DES_D8183E10,ZDIP,51549.840000000004,37491.69999999999,2001106.9000000004,24110.66,46.77155157028615,0.711346870804652,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.1,26521.726000000002
2025-08-01,DES_FE1875EF,ZDIP,600,486.8,27215.6,113.19999999999999,18.866666666666664,0.9999365481987602,C,Intermittent,8.469440388560182,Piora,0,0,1.1,124.52
2025-05-01,DES_9657CF6E,ROH,3148309.900000002,2504971.030000001,98062462.5,864501.0700000004,27.45921136924926,0.2496294470432884,A,Smooth,-0.35027631165759315,Melhora,0,0,1.3,1123851.3910000005
2024-10-01,DES_D8183E10,ZEMB,71387459.69999997,50315279.90000003,65917313.00000001,35155315.800000004,49.24578623155576,0.9997115785207356,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,42186378.96
